gvkey,iid,datadate,tic,exchg,,,
43577,1,2024-03-31,JSI,17,,,
43578,1,2024-02-29,ANSCU,14,,,
43578,2,2024-02-29,ANSC,14,,,
43579,1,2024-02-29,AVEE,17,,,
43580,1,2024-02-29,AVMC,17,,,
43581,1,2024-02-29,AVMV,17,,,
43582,1,2024-02-29,JL,14,,,
43582,1,2024-03-31,JL,14,,,
43585,1,2024-02-29,HG,11,,,
43592,01C,2024-02-29,GIES.,7,,,
43593,01C,2024-02-29,GCFE.,7,,,
43594,1,2024-02-29,ARKA,21,,,
43595,1,2024-02-29,ARKZ,21,,,
43596,1,2024-02-29,DYNI,14,,,
43597,1,2024-02-29,SPQ,17,,,
43602,1,2024-02-29,ARKC,21,,,
43603,1,2024-02-29,ARKD,21,,,
43604,1,2024-02-29,ARKY,21,,,
43605,1,2024-02-29,GHMS,21,,,
43606,1,2024-02-29,SOF,17,,,
43607,1,2024-02-29,THTA,17,,,
43608,1,2024-02-29,QLTY,17,,,
43610,01C,2024-02-29,TGAF.,7,,,
43611,1,2024-02-29,SDCP,17,,,
43612,1,2024-02-29,CRTC,17,,,
43616,1,2024-02-29,GHEE,21,,,
43617,1,2024-02-29,SNOV,21,,,
43618,1,2024-02-29,FELC,17,,,
43619,1,2024-02-29,FELV,17,,,
43620,1,2024-02-29,FELG,17,,,
43621,1,2024-02-29,FENI,17,,,
43622,1,2024-02-29,FESM,17,,,
43623,1,2024-02-29,FMDE,17,,,
43624,01C,2024-02-29,MEQT.,7,,,
43625,01C,2024-02-29,QASH.,7,,,
43625,01C,2024-03-31,QASH.,7,,,
43626,01C,2024-02-29,QLB.,7,,,
43626,01C,2024-03-31,QLB.,7,,,
43627,01C,2024-02-29,QTLT.,7,,,
43627,01C,2024-03-31,QTLT.,7,,,
43628,1,2024-02-29,GNOV,21,,,
43629,1,2024-02-29,HRTS,14,,,
43630,1,2024-02-29,XNOV,21,,,
43634,1,2024-02-29,SCAP,17,,,
43638,1,2024-02-29,SUGP,14,,,
43639,1,2024-02-29,HAO,14,,,
43645,90,2024-02-29,ZKH,11,,,
43649,1,2024-02-29,SPTE,17,,,
43650,1,2024-02-29,AIYY,17,,,
43650,1,2024-03-31,AIYY,17,,,
43651,1,2024-02-29,WS,11,,,
43651,1,2024-03-31,WS,11,,,
43652,1,2024-02-29,SMCO,14,,,
43657,1,2024-02-29,STAX,17,,,
43657,1,2024-03-31,STAX,17,,,
43658,1,2024-02-29,BILD,17,,,
43659,1,2024-02-29,PWER,17,,,
43660,1,2024-02-29,CPAI,17,,,
43662,1,2024-02-29,LBO,21,,,
43663,1,2024-02-29,GVUS,17,,,
43664,1,2024-02-29,NRSH,17,,,
43665,1,2024-02-29,GGUS,17,,,
43666,1,2024-02-29,CCTG,14,,,
43671,1,2024-02-29,IDEC,17,,,
43677,1,2024-02-29,VGSR,14,,,
43678,1,2024-02-29,LSEQ,17,,,
43702,1,2024-02-29,RSSB,21,,,
43704,1,2024-02-29,VMAX,21,,,
43705,1,2024-02-29,SMTH,17,,,
43706,1,2024-02-29,HQGO,14,,,
43707,1,2024-02-29,QOWZ,14,,,
43708,1,2024-02-29,DIVG,17,,,
43709,1,2024-02-29,IROHU,14,,,
43709,2,2024-02-29,IROH,14,,,
43711,1,2024-02-29,NSI,14,,,
43712,1,2024-02-29,VPLS,14,,,
43712,1,2024-03-31,VPLS,14,,,
43713,1,2024-02-29,CARK,17,,,
43716,1,2024-02-29,HHEGF,19,,,
43717,1,2024-02-29,SPAM,14,,,
43718,1,2024-02-29,WISE,14,,,
43719,1,2024-02-29,BAYAU,14,,,
43719,2,2024-02-29,BAYA,14,,,
43720,1,2024-02-29,CLOD,14,,,
43721,1,2024-02-29,FINE,14,,,
43722,1,2024-02-29,GSIB,14,,,
43725,1,2024-02-29,GDEC,21,,,
43726,1,2024-02-29,XIDE,21,,,
43726,1,2024-03-31,XIDE,21,,,
43729,1,2024-02-29,PJBF,21,,,
43730,1,2024-02-29,PJFM,21,,,
43731,1,2024-02-29,PSH,21,,,
43731,1,2024-03-31,PSH,21,,,
43732,1,2024-02-29,PJIO,17,,,
43733,1,2024-02-29,PRMN,17,,,
43734,1,2024-02-29,PRAE,17,,,
43737,1,2024-02-29,TLNE,19,,,
43738,1,2024-02-29,ABCS,14,,,
43739,1,2024-02-29,WTBN,14,,,
43740,1,2024-02-29,ISPY,21,,,
43740,1,2024-03-31,ISPY,21,,,
43741,1,2024-02-29,JDVI,17,,,
43742,1,2024-02-29,SPWO,17,,,
43745,1,2024-02-29,SFLO,14,,,
43745,1,2024-03-31,SFLO,14,,,
43746,1,2024-02-29,TXSS,14,,,
43747,1,2024-02-29,OILT,17,,,
43748,1,2024-02-29,EV,17,,,
43749,1,2024-02-29,BCUS,17,,,
43750,01C,2024-02-29,IGBT.UN.,7,,,
43761,1,2024-02-29,ZZZ,14,,,
43764,1,2024-02-29,AJAN,21,,,
43765,1,2024-02-29,HJAN,21,,,
43765,1,2024-03-31,HJAN,21,,,
43766,1,2024-02-29,JAND,21,,,
43767,1,2024-02-29,JANH,21,,,
43768,1,2024-02-29,JANJ,21,,,
43769,1,2024-02-29,JANP,21,,,
43770,1,2024-02-29,JANQ,21,,,
43772,1,2024-02-29,LJAN,21,,,
43772,1,2024-03-31,LJAN,21,,,
43773,1,2024-02-29,PBJA,21,,,
43779,1,2024-02-29,SKRE,14,,,
43780,1,2024-02-29,MYLD,21,,,
43781,1,2024-02-29,TYLD,21,,,
43782,1,2024-02-29,FTRB,17,,,
43782,1,2024-03-31,FTRB,17,,,
43784,1,2024-02-29,SDHC,11,,,
43792,1,2024-02-29,MGX,14,,,
43793,1,2024-02-29,DYFI,14,,,
43794,1,2024-02-29,LGHT,17,,,
43797,1,2024-02-29,AAPX,21,,,
43798,1,2024-02-29,ARKB,21,,,
43799,1,2024-02-29,BTCO,21,,,
43800,1,2024-02-29,BTCW,21,,,
43801,1,2024-02-29,EZBC,21,,,
43802,1,2024-02-29,FBTC,21,,,
43803,1,2024-02-29,GOOX,21,,,
43804,1,2024-02-29,HODL,21,,,
43805,1,2024-02-29,HYKE,21,,,
43806,1,2024-02-29,MSFX,21,,,
43808,1,2024-02-29,IBIT,14,,,
43809,1,2024-02-29,MCHS,14,,,
43810,1,2024-02-29,MEMS,14,,,
43811,01C,2024-02-29,ADIV.,7,,,
43812,1,2024-02-29,BITB,17,,,
43813,1,2024-02-29,ZTEN,17,,,
43813,1,2024-03-31,ZTEN,17,,,
43814,1,2024-02-29,ZTRE,17,,,
43814,1,2024-03-31,ZTRE,17,,,
43815,1,2024-02-29,ZTWO,17,,,
43815,1,2024-03-31,ZTWO,17,,,
43826,1,2024-02-29,TBFG,17,,,
43827,1,2024-02-29,TBFC,17,,,
43830,01C,2024-02-29,CMOM.,7,,,
43830,02C,2024-02-29,CMOM.B,7,,,
43831,01C,2024-02-29,CVLU.,7,,,
43831,02C,2024-02-29,CVLU.B,7,,,
43832,01C,2024-02-29,TBIL.,7,,,
43832,01C,2024-03-31,TBIL.,7,,,
43833,01C,2024-02-29,HPYM.,7,,,
43833,01C,2024-03-31,HPYM.,7,,,
43834,1,2024-02-29,YBTC,21,,,
43835,1,2024-02-29,CCEF,17,,,
43837,1,2024-02-29,ANRO,11,,,
43840,1,2024-02-29,YMAX,17,,,
43840,1,2024-03-31,YMAX,17,,,
43843,1,2024-02-29,KYTX,14,,,
43846,01C,2024-02-29,INAI.,7,,,
43846,02C,2024-02-29,INAI.F,7,,,
43847,1,2024-02-29,CCMG,17,,,
43848,1,2024-02-29,RJMG,17,,,
43849,1,2024-02-29,PSBD,11,,,
43854,1,2024-02-29,PABD,14,,,
43855,1,2024-02-29,TBBB,11,,,
43858,1,2024-02-29,CGON,14,,,
43860,1,2024-02-29,HLXB,14,,,
43861,1,2024-02-29,AVBP,14,,,
43862,1,2024-02-29,AS,11,,,
43863,1,2024-02-29,XJAN,21,,,
43867,1,2024-02-29,MNTL,14,,,
43869,1,2024-02-29,OFOS,17,,,
43870,1,2024-02-29,LNGZ,17,,,
43871,1,2024-02-29,COAL,17,,,
43872,1,2024-02-29,NUKZ,17,,,
43873,1,2024-02-29,MSDL,11,,,
43875,1,2024-02-29,INAV,21,,,
43876,1,2024-02-29,QMID,14,,,
43877,1,2024-02-29,QSML,14,,,
43878,1,2024-02-29,TRES,14,,,
43878,1,2024-03-31,TRES,14,,,
43879,1,2024-02-29,OBDE,11,,,
43880,1,2024-02-29,BBBS,17,,,
43880,1,2024-03-31,BBBS,17,,,
43881,1,2024-02-29,BBBI,17,,,
43881,1,2024-03-31,BBBI,17,,,
43882,1,2024-02-29,BBBL,17,,,
43882,1,2024-03-31,BBBL,17,,,
43883,1,2024-02-29,QFLR,17,,,
43884,1,2024-02-29,NCDL,11,,,
43888,1,2024-02-29,GUTS,14,,,
43889,1,2024-02-29,AMIX,14,,,
43893,1,2024-02-29,NBOS,17,,,
43894,1,2024-02-29,VTEC,21,,,
43894,1,2024-03-31,VTEC,21,,,
43895,1,2024-02-29,VTEI,21,,,
43895,1,2024-03-31,VTEI,21,,,
43896,1,2024-02-29,QQQI,14,,,
43897,1,2024-02-29,YMAG,17,,,
43897,1,2024-03-31,YMAG,17,,,
43902,1,2024-02-29,MVPA,17,,,
43905,1,2024-02-29,FEBP,21,,,
43906,1,2024-02-29,PBFB,21,,,
43907,1,2024-02-29,SIXF,17,,,
43908,1,2024-02-29,DFVE,17,,,
43909,1,2024-02-29,DCMT,17,,,
43910,1,2024-02-29,FLJJ,17,,,
43911,1,2024-02-29,IFEB,17,,,
43917,1,2024-02-29,LEGT.U,12,,,
43918,1,2024-02-29,MGNR,17,,,
43919,01C,2024-02-29,EMAX.,7,,,
43919,01C,2024-03-31,EMAX.,7,,,
43920,01C,2024-02-29,AMAX.,7,,,
43920,01C,2024-03-31,AMAX.,7,,,
43921,01C,2024-02-29,LMAX.,7,,,
43921,01C,2024-03-31,LMAX.,7,,,
43922,01C,2024-02-29,FMAX.,7,,,
43922,01C,2024-03-31,FMAX.,7,,,
43923,1,2024-02-29,XXCH,17,,,
43924,1,2024-02-29,KBUF,17,,,
43925,1,2024-02-29,KPRO,17,,,
43926,1,2024-02-29,EVLN,17,,,
43928,1,2024-02-29,TELO,14,,,
43930,1,2024-02-29,CANQ,14,,,
44989,1,2024-02-29,AUMI,14,,,
44990,1,2024-02-29,BUFC,14,,,
44991,1,2024-02-29,CPLS,14,,,
44991,1,2024-03-31,CPLS,14,,,
44992,1,2024-02-29,CZAR,14,,,
44993,1,2024-02-29,EYEG,14,,,
44993,1,2024-03-31,EYEG,14,,,
44994,1,2024-02-29,SMCF,14,,,
44995,1,2024-02-29,USCF,14,,,
44996,1,2024-02-29,USRD,14,,,
44997,1,2024-02-29,TAFL,17,,,
44997,1,2024-03-31,TAFL,17,,,
44998,1,2024-02-29,TAFM,17,,,
44998,1,2024-03-31,TAFM,17,,,
44999,1,2024-02-29,CHAI,17,,,
44999,1,2024-03-31,CHAI,17,,,
45000,1,2024-02-29,GQI,17,,,
45000,1,2024-03-31,GQI,17,,,
45003,1,2024-02-29,BRTR,14,,,
45003,1,2024-03-31,BRTR,14,,,
45004,1,2024-02-29,CA,14,,,
45004,1,2024-03-31,CA,14,,,
45005,1,2024-02-29,VCRB,14,,,
45005,1,2024-03-31,VCRB,14,,,
45012,1,2024-02-29,SFEB,21,,,
45013,1,2024-02-29,XFEB,21,,,
45014,1,2024-02-29,AOHY,17,,,
45014,1,2024-03-31,AOHY,17,,,
45015,1,2024-02-29,MBS,17,,,
45015,1,2024-03-31,MBS,17,,,
45016,01C,2024-02-29,MWLV.,7,,,
45020,1,2024-02-29,WETH,14,,,
45022,1,2024-02-29,KNOW,21,,,
45023,1,2024-02-29,BTFX,14,,,
45024,1,2024-02-29,MSTY,17,,,
45025,01C,2024-02-29,TCSH.,7,,,
45026,01C,2024-02-29,NPS.,7,,,
45035,1,2024-02-29,FLDB,14,,,
45036,1,2024-02-29,FFLV,21,,,
45042,1,2024-02-29,NRES,14,,,
45043,1,2024-02-29,SCLZ,21,,,
45052,1,2024-02-29,MVPL,17,,,
45053,1,2024-02-29,SCIO,17,,,
45054,1,2024-02-29,CAAA,17,,,
45055,1,2024-02-29,MBSF,17,,,
45056,1,2024-02-29,GINX,14,,,
45057,1,2024-02-29,MAGQ,14,,,
45058,1,2024-02-29,MAGX,14,,,
45059,1,2024-02-29,USDX,14,,,
45060,1,2024-02-29,ULTY,17,,,
45060,1,2024-03-31,ULTY,17,,,
60800,1,2024-02-29,SBGI,14,,,
60800,1,2024-03-31,SBGI,14,,,
60801,1,2024-02-29,SCKT,14,,,
60844,91,2024-02-29,CEPU,11,,,
60845,1,2024-02-29,LOGN,19,,,
60845,1,2024-03-31,LOGN,19,,,
60846,1,2024-02-29,TXCCQ,19,,,
60902,1,2024-02-29,HA,14,,,
60911,1,2024-02-29,NHTC,14,,,
60911,1,2024-03-31,NHTC,14,,,
60915,1,2024-02-29,REMI,19,,,
60916,2,2024-02-29,RMTD,19,,,
60923,3,2024-02-29,PLAY,14,,,
60928,1,2024-02-29,USDC,19,,,
60931,1,2024-02-29,GIC,11,,,
60931,1,2024-03-31,GIC,11,,,
60938,1,2024-02-29,NIDB,19,,,
60953,1,2024-02-29,GTPS,19,,,
60953,1,2024-03-31,GTPS,19,,,
60979,1,2024-02-29,WAB,11,,,
60979,1,2024-03-31,WAB,11,,,
60990,1,2024-02-29,BNCC,19,,,
60990,1,2024-03-31,BNCC,19,,,
61004,1,2024-02-29,ACTG,14,,,
61011,1,2024-02-29,CGRA,19,,,
61028,1,2024-02-29,CLMB,14,,,
61028,1,2024-03-31,CLMB,14,,,
61030,1,2024-02-29,DSWL,14,,,
61034,1,2024-02-29,TK,11,,,
61054,1,2024-02-29,AMNL,19,,,
61055,1,2024-02-29,AUBN,14,,,
61055,1,2024-03-31,AUBN,14,,,
61067,90,2024-02-29,CIB,11,,,
61077,1,2024-02-29,GVP,14,,,
61090,1,2024-02-29,BELRD,19,,,
61119,1,2024-02-29,VMTG,19,,,
61122,1,2024-02-29,DIT,12,,,
61129,1,2024-02-29,RWT,11,,,
61140,1,2024-02-29,WINT,14,,,
61150,1,2024-02-29,ADSV,19,,,
61153,3,2024-02-29,EAF,11,,,
61163,2,2024-02-29,SHO,11,,,
61174,1,2024-02-29,HBPCF,19,,,
61174,01C,2024-02-29,HBP.,7,,,
61179,1,2024-02-29,KFRC,14,,,
61179,1,2024-03-31,KFRC,14,,,
61181,1,2024-02-29,IART,14,,,
61188,1,2024-02-29,SVC,14,,,
61197,1,2024-02-29,NTGL,19,,,
61204,1,2024-02-29,VLXC,19,,,
61214,90,2024-02-29,ASML,14,,,
61224,1,2024-02-29,FABP,19,,,
61225,1,2024-02-29,FETM,19,,,
61233,1,2024-02-29,FOYJ,19,,,
61285,1,2024-02-29,FGF,14,,,
61302,1,2024-02-29,ACGL,14,,,
61316,1,2024-02-29,OPUS,19,,,
61321,1,2024-02-29,SMSI,14,,,
61325,1,2024-02-29,MD,11,,,
61356,1,2024-02-29,NOVT,14,,,
61361,1,2024-02-29,CDSG,19,,,
61380,1,2024-02-29,ERIE,14,,,
61381,1,2024-02-29,APGI,19,,,
61388,1,2024-02-29,EG,11,,,
61394,1,2024-02-29,SRNN,19,,,
61399,1,2024-02-29,MYGN,14,,,
61406,1,2024-02-29,RNR,11,,,
61406,1,2024-03-31,RNR,11,,,
61408,1,2024-02-29,THG,11,,,
61408,1,2024-03-31,THG,11,,,
61409,2,2024-02-29,DO,11,,,
61411,1,2024-02-29,MRCR,19,,,
61418,1,2024-02-29,RICK,14,,,
61418,1,2024-03-31,RICK,14,,,
61420,1,2024-02-29,POOL,14,,,
61420,1,2024-03-31,POOL,14,,,
61440,90,2024-02-29,KKPNY,19,,,
61449,1,2024-02-29,GCV,11,,,
61449,1,2024-03-31,GCV,11,,,
61452,1,2024-02-29,BAP,11,,,
61483,1,2024-02-29,DVA,11,,,
61487,1,2024-02-29,BANR,14,,,
61490,1,2024-02-29,OPK,14,,,
61494,1,2024-02-29,HSIC,14,,,
61496,1,2024-02-29,MLSS,12,,,
61516,1,2024-02-29,CNVT,19,,,
61519,1,2024-02-29,MATV,11,,,
61519,1,2024-03-31,MATV,11,,,
61548,90,2024-02-29,TLK,11,,,
61562,1,2024-02-29,AEIS,14,,,
61562,1,2024-03-31,AEIS,14,,,
61567,1,2024-02-29,EL,11,,,
61574,1,2024-02-29,WAT,11,,,
61581,1,2024-02-29,SAM,11,,,
61585,1,2024-02-29,FFIC,14,,,
61585,1,2024-03-31,FFIC,14,,,
61586,1,2024-02-29,IMPM,19,,,
61587,1,2024-02-29,IVAC,14,,,
61591,1,2024-02-29,NTAP,14,,,
61616,90,2024-02-29,E,11,,,
61622,1,2024-02-29,KRFG,19,,,
61633,1,2024-02-29,TVCCF,19,,,
61633,01C,2024-02-29,TVC.H,9,,,
61634,1,2024-02-29,PHIL,19,,,
61635,1,2024-02-29,NWPX,14,,,
61646,1,2024-02-29,WSTL,19,,,
61655,1,2024-02-29,NVAX,14,,,
61673,3,2024-02-29,AURX,19,,,
61693,1,2024-02-29,HTLF,14,,,
61709,1,2024-02-29,SMID,14,,,
61711,1,2024-02-29,TGTX,14,,,
61712,1,2024-02-29,BDRL,19,,,
61732,1,2024-02-29,MSM,11,,,
61735,1,2024-02-29,SGU,11,,,
61739,1,2024-02-29,HIG,11,,,
61739,1,2024-03-31,HIG,11,,,
61741,1,2024-02-29,MGLG,19,,,
61743,1,2024-02-29,KFS,11,,,
61750,1,2024-02-29,NYMXF,19,,,
61755,1,2024-02-29,ELCO,19,,,
61759,1,2024-02-29,CLB,11,,,
61759,1,2024-03-31,CLB,11,,,
61766,1,2024-02-29,ASTC,14,,,
61796,1,2024-02-29,SOMC,19,,,
61811,1,2024-02-29,SCCO,11,,,
61814,90,2024-02-29,BESIY,19,,,
61815,1,2024-02-29,BYFC,14,,,
61830,1,2024-02-29,GSFD,19,,,
61836,1,2024-02-29,TTNP,14,,,
61870,1,2024-02-29,OTEX,14,,,
61870,01C,2024-02-29,OTEX.,7,,,
61880,1,2024-02-29,INBP,19,,,
61888,1,2024-02-29,CONC,19,,,
61902,90,2024-02-29,NICE,14,,,
61940,1,2024-02-29,ACCA,19,,,
61955,1,2024-02-29,AGFMF,19,,,
61955,01C,2024-02-29,AGF.B,7,,,
61971,1,2024-02-29,ENG,14,,,
61976,1,2024-02-29,HRBR,19,,,
61979,1,2024-02-29,FPCG,19,,,
62014,1,2024-02-29,IGNT,19,,,
62039,1,2024-02-29,MTEI,19,,,
62046,1,2024-02-29,SPDE,19,,,
62057,1,2024-02-29,WYY,12,,,
62072,1,2024-02-29,APT,12,,,
62111,1,2024-02-29,NFTI,19,,,
62118,1,2024-02-29,CHIF,19,,,
62123,1,2024-02-29,PBHC,14,,,
62132,1,2024-02-29,VCTY,19,,,
62134,1,2024-02-29,AGCZ,19,,,
62139,1,2024-02-29,PLBC,14,,,
62157,1,2024-02-29,REDW,19,,,
62168,1,2024-02-29,IRIX,14,,,
62169,1,2024-02-29,LFCR,14,,,
62173,1,2024-02-29,MEDT,19,,,
62178,1,2024-02-29,PAYD,19,,,
62183,1,2024-02-29,SINX,19,,,
62206,1,2024-02-29,CBGH,19,,,
62209,1,2024-02-29,EAWD,19,,,
62210,1,2024-02-29,PERT,19,,,
62212,1,2024-02-29,UNPA,19,,,
62213,1,2024-02-29,CTLP,14,,,
62217,1,2024-02-29,LPTH,14,,,
62221,1,2024-02-29,CMCO,14,,,
62222,1,2024-02-29,NSGP,19,,,
62243,1,2024-02-29,UNTY,14,,,
62243,1,2024-03-31,UNTY,14,,,
62248,1,2024-02-29,GVSI,19,,,
62251,1,2024-02-29,EXPH,19,,,
62262,1,2024-02-29,FORD,14,,,
62266,1,2024-02-29,CSGS,14,,,
62266,1,2024-03-31,CSGS,14,,,
62292,1,2024-02-29,WOEN,19,,,
62302,1,2024-02-29,SGRP,14,,,
62311,1,2024-02-29,NSFDF,19,,,
62311,01C,2024-02-29,SFD.,7,,,
62315,1,2024-02-29,MLGF,19,,,
62337,1,2024-02-29,IAG,11,,,
62337,01C,2024-02-29,IMG.,7,,,
62342,1,2024-02-29,VOYT,19,,,
62365,1,2024-02-29,FNRN,19,,,
62374,1,2024-02-29,IRM,11,,,
62374,1,2024-03-31,IRM,11,,,
62378,1,2024-02-29,HUBG,14,,,
62378,1,2024-03-31,HUBG,14,,,
62396,3,2024-02-29,IDT,11,,,
62403,1,2024-02-29,FRCEF,19,,,
62414,1,2024-02-29,TPII,19,,,
62454,1,2024-02-29,GRNO,19,,,
62475,1,2024-02-29,ABUS,14,,,
62476,1,2024-02-29,GAFL,19,,,
62480,1,2024-02-29,EKWX,19,,,
62498,1,2024-02-29,ELLO,12,,,
62501,1,2024-02-29,SPH,11,,,
62516,1,2024-02-29,CENX,14,,,
62517,1,2024-02-29,CRZY,19,,,
62525,1,2024-02-29,AIM,12,,,
62527,1,2024-02-29,AMFC,19,,,
62545,1,2024-02-29,AABVF,19,,,
62545,01C,2024-02-29,AAB.,7,,,
62549,1,2024-02-29,KVHI,14,,,
62553,1,2024-02-29,OCC,14,,,
62575,1,2024-02-29,FFDF,19,,,
62592,1,2024-02-29,PLX,12,,,
62618,1,2024-02-29,CWCO,14,,,
62626,1,2024-02-29,EPM,12,,,
62626,1,2024-03-31,EPM,12,,,
62646,1,2024-02-29,CWBC,14,,,
62654,1,2024-02-29,SASR,14,,,
62666,1,2024-02-29,STRM,14,,,
62689,5,2024-02-29,TRV,11,,,
62689,5,2024-03-31,TRV,11,,,
62723,1,2024-02-29,TCX,14,,,
62723,01C,2024-02-29,TC.,7,,,
62731,1,2024-02-29,RCG,12,,,
62745,1,2024-02-29,JAKK,14,,,
62754,1,2024-02-29,NHLI,19,,,
62790,1,2024-02-29,TREP,19,,,
62819,1,2024-02-29,SCWO,14,,,
62823,1,2024-02-29,FCN,11,,,
62853,1,2024-02-29,BCII,19,,,
62854,1,2024-02-29,TVCE,19,,,
62897,1,2024-02-29,TUP,11,,,
62919,1,2024-02-29,MFIN,14,,,
62919,1,2024-03-31,MFIN,14,,,
62921,1,2024-02-29,NBIX,14,,,
62954,1,2024-02-29,ULGX,19,,,
62955,2,2024-02-29,PRLPQ,19,,,
62956,1,2024-02-29,BOSC,14,,,
62961,1,2024-02-29,SQZZF,19,,,
62965,2,2024-02-29,SSNC,14,,,
62979,1,2024-02-29,SBSI,14,,,
62981,1,2024-02-29,MCPB,19,,,
63000,1,2024-02-29,RUSHB,14,,,
63000,2,2024-02-29,RUSHA,14,,,
63005,90,2024-02-29,AVDL,14,,,
63018,1,2024-02-29,DTRK,19,,,
63029,1,2024-02-29,NORD,19,,,
63030,1,2024-02-29,CASI,14,,,
63058,1,2024-02-29,SBFG,14,,,
63075,1,2024-02-29,SHERF,19,,,
63075,01C,2024-02-29,S.,7,,,
63080,1,2024-02-29,ANSS,14,,,
63109,1,2024-02-29,PRAC,19,,,
63120,90,2024-02-29,AXAHY,19,,,
63122,1,2024-02-29,ECIA,19,,,
63135,1,2024-02-29,DCOM,14,,,
63138,1,2024-02-29,GLAE,19,,,
63144,1,2024-02-29,ICTSF,19,,,
63152,1,2024-02-29,SLDX,19,,,
63167,1,2024-02-29,EHYD,19,,,
63169,90,2024-02-29,DASTY,19,,,
63172,1,2024-02-29,FDS,11,,,
63178,1,2024-02-29,PROV,14,,,
63178,1,2024-03-31,PROV,14,,,
63185,1,2024-02-29,CHKP,14,,,
63186,1,2024-02-29,QGEN,11,,,
63224,1,2024-02-29,CVCY,14,,,
63228,1,2024-02-29,FSGB,19,,,
63232,1,2024-02-29,OCFC,14,,,
63272,1,2024-02-29,CPKF,19,,,
63275,1,2024-02-29,CIWV,19,,,
63290,1,2024-02-29,PEGA,14,,,
63297,1,2024-02-29,PDMI,19,,,
63312,1,2024-02-29,RCAR,19,,,
63332,1,2024-02-29,DYNR,19,,,
63337,1,2024-02-29,MGTI,19,,,
63338,1,2024-02-29,STRA,14,,,
63338,1,2024-03-31,STRA,14,,,
63383,1,2024-02-29,HDYNQ,19,,,
63388,1,2024-02-29,WHLM,14,,,
63395,1,2024-02-29,HLAN,19,,,
63402,1,2024-02-29,CHBH,19,,,
63405,1,2024-02-29,GERN,14,,,
63417,1,2024-02-29,TTEC,14,,,
63422,1,2024-02-29,LAMR,14,,,
63422,1,2024-03-31,LAMR,14,,,
63446,1,2024-02-29,AIMD,14,,,
63447,1,2024-02-29,GES,11,,,
63448,1,2024-02-29,PURE,19,,,
63454,1,2024-02-29,AWRE,14,,,
63456,1,2024-02-29,CSV,11,,,
63456,1,2024-03-31,CSV,11,,,
63476,1,2024-02-29,EGHSF,19,,,
63476,01C,2024-02-29,ENGH.,7,,,
63477,90,2024-02-29,BAESY,19,,,
63485,1,2024-02-29,ICBU,19,,,
63491,1,2024-02-29,GACR,19,,,
63494,1,2024-02-29,GRNH,19,,,
63516,1,2024-02-29,CRWE,19,,,
63520,1,2024-02-29,TACT,14,,,
63525,1,2024-02-29,WOWI,19,,,
63527,1,2024-02-29,SRCL,14,,,
63531,1,2024-02-29,MVIS,14,,,
63533,1,2024-02-29,GPGC,19,,,
63537,1,2024-02-29,BSTK,19,,,
63546,91,2024-02-29,SSREY,19,,,
63562,1,2024-02-29,AEZS,14,,,
63562,01C,2024-02-29,AEZS.,7,,,
63574,1,2024-02-29,KNOS,19,,,
63587,1,2024-02-29,LHRP,19,,,
63590,92,2024-02-29,BKRIY,19,,,
63593,1,2024-02-29,QEPC,19,,,
63595,1,2024-02-29,VLNSF,19,,,
63595,01C,2024-02-29,VLN.,7,,,
63596,1,2024-02-29,WLFC,14,,,
63633,1,2024-02-29,EUOT,19,,,
63639,1,2024-02-29,OCN,11,,,
63642,1,2024-02-29,MADI,19,,,
63643,1,2024-02-29,ANF,11,,,
63645,1,2024-02-29,ENDPQ,19,,,
63718,1,2024-02-29,BXLC,19,,,
63720,1,2024-02-29,HCBN,19,,,
63721,1,2024-02-29,HFBK,19,,,
63721,1,2024-03-31,HFBK,19,,,
63725,1,2024-02-29,WTBA,14,,,
63730,1,2024-02-29,CNBA,19,,,
63739,1,2024-02-29,BJRI,14,,,
63752,1,2024-02-29,SPYR,19,,,
63759,90,2024-02-29,SCRYY,19,,,
63763,1,2024-02-29,HIBB,14,,,
63781,1,2024-02-29,WTFC,14,,,
63798,1,2024-02-29,AMTY,19,,,
63820,1,2024-02-29,SOBS,19,,,
63847,1,2024-02-29,PAG,11,,,
63847,1,2024-03-31,PAG,11,,,
63863,1,2024-02-29,USNA,11,,,
63876,1,2024-02-29,TGI,11,,,
63890,1,2024-02-29,AWCA,19,,,
63892,1,2024-02-29,NOV,11,,,
63892,1,2024-03-31,NOV,11,,,
63900,1,2024-02-29,PRRMF,19,,,
63900,01C,2024-02-29,PIC.,7,,,
63901,1,2024-02-29,PBIO,19,,,
63904,90,2024-02-29,CBD,11,,,
63927,1,2024-02-29,UNFI,11,,,
63938,1,2024-02-29,SEAC,19,,,
63952,5,2024-02-29,VATE,11,,,
63963,1,2024-02-29,TUXS,19,,,
63986,1,2024-02-29,PLUS,14,,,
63987,93,2024-02-29,VEON,14,,,
64021,1,2024-02-29,HPTO,19,,,
64028,1,2024-02-29,NUS,11,,,
64028,1,2024-03-31,NUS,11,,,
64030,1,2024-02-29,STLD,14,,,
64041,1,2024-02-29,NEOM,19,,,
64061,1,2024-02-29,FORR,14,,,
64063,1,2024-02-29,GEL,11,,,
64072,1,2024-02-29,PRBZF,19,,,
64072,01C,2024-02-29,PBH.,7,,,
64077,1,2024-02-29,SDCH,19,,,
64085,1,2024-02-29,MCHT,19,,,
64088,1,2024-02-29,VSAT,14,,,
